15 7157 22426
0 0 0.137582 -0.370914
1 0 0.161698 -0.392894
0 1 0.246715 -0.352964
1 1 0.266872 -0.379728
0 2 -0.285096 -0.335324
1 2 -0.249578 -0.379294
0 3 0.134365 -0.330031
1 3 0.15747 -0.352879
0 4 -0.282845 -0.329254
1 4 -0.247743 -0.373638
0 5 -0.0954711 -0.325397
1 5 -0.0657216 -0.352117
0 6 -0.294569 -0.325105
1 6 -0.258824 -0.369844
0 7 -0.0839743 -0.320226
1 7 -0.0552314 -0.347736
0 8 -0.0708242 -0.307747
1 8 -0.0427427 -0.336292
0 9 -0.0751659 -0.299512
1 9 -0.0472386 -0.32865
0 10 0.510279 -0.298835
1 10 0.520858 -0.333551
0 11 -0.262761 -0.296294
1 11 -0.229189 -0.342317
0 12 -0.254316 -0.296838
1 12 -0.222144 -0.342757
0 13 -0.0572022 -0.294009
1 13 -0.0301488 -0.323355
0 14 -0.250017 -0.29124
1 14 -0.217681 -0.337093
0 15 0.125879 -0.290521
1 15 0.148469 -0.316338
0 16 0.511485 -0.286832
1 16 0.522224 -0.322204
0 17 -0.251355 -0.284681
1 17 -0.218066 -0.329877
0 18 -0.240847 -0.28214
1 18 -0.209534 -0.32859
0 19 0.483554 -0.280141
1 19 0.495687 -0.314966
0 20 -0.227227 -0.279146
1 20 -0.196752 -0.324883
0 21 -0.0759313 -0.279444
1 21 -0.0481624 -0.309956
0 22 -0.0597652 -0.279266
1 22 -0.0334093 -0.310392
0 23 -0.220948 -0.277764
1 23 -0.190608 -0.323379
0 24 0.487756 -0.275018
1 24 0.500206 -0.310405
0 25 -0.0493994 -0.26671
1 25 -0.0235636 -0.298632
0 26 0.126389 -0.256466
1 26 0.148161 -0.282849
0 27 -0.0324452 -0.244226
1 27 -0.00766224 -0.277222
0 28 -0.1975 -0.24089
1 28 -0.168757 -0.287202
0 29 -0.190901 -0.24059
1 29 -0.163168 -0.28702
0 30 -0.180368 -0.235967
1 30 -0.153082 -0.282163
0 31 -0.190612 -0.234967
1 31 -0.16286 -0.28154
0 32 -0.177487 -0.230102
1 32 -0.14995 -0.276297
0 33 0.118107 -0.22006
1 33 0.138693 -0.251684
0 34 -0.143777 -0.216175
1 34 -0.118935 -0.261368
0 35 0.0142766 -0.209006
1 35 0.0361631 -0.242978
0 36 0.142723 -0.208183
1 36 0.160696 -0.24356
0 37 -0.167174 -0.204894
1 37 -0.140518 -0.252171
0 38 -0.135432 -0.197707
1 38 -0.110232 -0.243387
0 39 0.0028943 -0.196303
1 39 0.0248828 -0.232368
0 40 -0.143737 -0.18324
1 40 -0.119006 -0.230915
0 41 0.0143951 -0.173512
1 41 0.0350378 -0.211296
0 42 -0.0922981 -0.172152
1 42 -0.0693262 -0.215517
0 43 -0.100731 -0.166142
1 43 -0.0774578 -0.211594
0 44 -0.133874 -0.162278
1 44 -0.109165 -0.208735
0 45 -0.0499713 -0.141212
1 45 -0.0285991 -0.183999
0 46 0.0149766 -0.14166
1 46 0.0353298 -0.180842
0 47 -0.0952255 -0.139147
1 47 -0.0733953 -0.186899
0 48 0.150753 -0.133941
1 48 0.168766 -0.169723
0 49 -0.0966635 -0.13084
1 49 -0.075229 -0.178902
0 50 -0.038645 -0.124751
1 50 -0.0178713 -0.16762
0 51 -0.0232939 -0.118705
1 51 -0.0021683 -0.160556
0 52 -0.0742426 -0.116482
1 52 -0.0532783 -0.164073
0 53 0.0813712 -0.1093
1 53 0.0990264 -0.148187
0 54 -0.00574073 -0.104189
1 54 0.0141227 -0.145739
0 55 0.0855662 -0.100652
1 55 0.103641 -0.13935
0 56 0.0957134 -0.091726
1 56 0.112354 -0.13257
0 57 -0.00855842 -0.0896279
1 57 0.0102594 -0.133432
0 58 0.0079301 -0.0893661
1 58 0.0273699 -0.129808
0 59 0.090646 -0.089587
1 59 0.10749 -0.129808
0 60 0.0423706 -0.0875168
1 60 0.0596225 -0.130819
0 61 0.0162075 -0.0791201
1 61 0.0341412 -0.121658
0 62 0.284825 -0.0792652
1 62 0.301189 -0.110661
0 63 -0.192842 -0.0783697
1 63 -0.165908 -0.120874
0 64 -0.0378854 -0.0772001
1 64 -0.019222 -0.124652
0 65 -0.162653 -0.0761231
1 65 -0.13702 -0.118171
0 66 0.029427 -0.0757166
1 66 0.0481594 -0.116422
0 67 -0.19814 -0.0737502
1 67 -0.170607 -0.116527
0 68 0.0852035 -0.074699
1 68 0.101916 -0.118124
0 69 -0.167874 -0.0736259
1 69 -0.142395 -0.115817
0 70 0.302842 -0.0733432
1 70 0.318522 -0.105304
0 71 -0.137785 -0.0712017
1 71 -0.113093 -0.113004
0 72 0.0319687 -0.070143
1 72 0.0503842 -0.110896
0 73 0.0380916 -0.0695246
1 73 0.0560941 -0.110312
0 74 0.0528831 -0.067165
1 74 0.0698907 -0.10891
0 75 -0.129904 -0.0634432
1 75 -0.10585 -0.105582
0 76 -0.134858 -0.057418
1 76 -0.110926 -0.101184
0 77 0.0319702 -0.049766
1 77 0.0493263 -0.0929355
0 78 0.291302 -0.0490198
1 78 0.307519 -0.0801291
0 79 0.299826 -0.0462003
1 79 0.31612 -0.0776081
0 80 -0.0683246 -0.0439176
1 80 -0.0466791 -0.0847886
0 81 0.320707 -0.0388363
1 81 0.335116 -0.0741746
0 82 0.283784 -0.0365905
1 82 0.299336 -0.0699757
0 83 0.311946 -0.0315259
1 83 0.326228 -0.0669742
0 84 0.317972 -0.0245474
1 84 0.331688 -0.061008
0 85 -0.0673323 -0.0205462
1 85 -0.0467548 -0.0641604
0 86 0.321556 -0.0187799
1 86 0.334859 -0.0555631
0 87 0.259576 -0.0093441
1 87 0.273893 -0.0434394
0 88 0.317583 -0.00498038
1 88 0.329969 -0.0424781
0 89 0.253251 -0.0026405
1 89 0.268265 -0.0370457
0 90 0.320824 0.000294671
1 90 0.333219 -0.0366438
0 91 0.132813 0.00368492
1 91 0.147123 -0.0412504
0 92 0.188668 0.00488676
1 92 0.204882 -0.0295732
0 93 0.310635 0.00807506
1 93 0.323714 -0.0303364
0 94 0.130234 0.0101728
1 94 0.144106 -0.0310336
0 95 0.242192 0.017344
1 95 0.257672 -0.0142178
0 96 0.170584 0.0193147
1 96 0.186694 -0.0156056
0 97 0.25638 0.0288007
1 97 0.271878 -0.00363112
0 98 0.273837 0.0457386
1 98 0.287433 0.0091932
0 99 0.274155 0.050801
1 99 0.288054 0.014545
0 100 0.278081 0.0565347
1 100 0.290572 0.0197684
0 101 0.293688 0.0646974
1 101 0.306063 0.0259317
0 102 0.27118 0.0748898
1 102 0.283291 0.0352037
0 103 0.275382 0.0804877
1 103 0.287652 0.0408189
0 104 0.234731 0.082774
1 104 0.245361 0.0384331
0 105 0.27711 0.0893643
1 105 0.289059 0.0486457
0 106 0.258597 0.0912627
1 106 0.26882 0.0468182
0 107 0.301369 0.0936331
1 107 0.312838 0.0537494
0 108 0.27651 0.0949083
1 108 0.288226 0.0542922
0 109 0.162469 0.104839
1 109 0.172698 0.0546806
0 110 -0.0287402 0.108806
1 110 -0.0134166 0.0569955
0 111 0.123495 0.109131
1 111 0.128972 0.0422617
0 112 0.207136 0.110572
1 112 0.217067 0.0632113
0 113 0.115701 0.111404
1 113 0.121129 0.0446618
0 114 0.163217 0.115274
1 114 0.172374 0.0635587
0 115 0.169892 0.118716
1 115 0.179012 0.0662481
0 116 -0.0499348 0.121597
1 116 -0.0354799 0.0684531
0 117 -0.0301225 0.125688
1 117 -0.0155293 0.0723133
0 118 0.114855 0.125543
1 118 0.119773 0.0569968
0 119 0.228781 0.129569
1 119 0.237899 0.0805419
0 120 0.260597 0.132753
1 120 0.268212 0.0833948
0 121 0.242312 0.139113
1 121 0.250738 0.0913844
0 122 0.177683 0.140625
1 122 0.185803 0.0875489
0 123 0.25719 0.144467
1 123 0.266857 0.0998192
0 124 0.234298 0.145506
1 124 0.242539 0.0967025
0 125 0.207862 0.152547
1 125 0.215549 0.102906
0 126 -0.0306291 0.153827
1 126 -0.0160283 0.101906
0 127 0.265024 0.156086
1 127 0.276106 0.115163
0 128 0.329442 0.159474
1 128 0.335154 0.107334
0 129 0.183969 0.16324
1 129 0.192412 0.110248
0 130 0.198315 0.163611
1 130 0.20701 0.113491
0 131 0.368644 0.182515
1 131 0.372939 0.130213
0 132 0.337629 0.184024
1 132 0.342386 0.130329
